id_siniestro;fecha_ocurrencia;fecha_reporte;monto_pagado;monto_reserva;ramo;id_poliza
AUTC-LPZ0000033-2025;2025-01-03;2025-01-03;457.73;457.73;AUTOMOTORES;AUTC-LPZ0000040
AUTC-LPZ0004436-2024;2024-12-13;2024-12-13;102.47;102.47;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004477-2024;2024-12-06;2024-12-13;51.02;51.02;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000031-2025;2024-12-27;2025-01-03;361.44;361.44;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0004477-2024;2024-12-06;2024-12-13;316.18;316.18;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004171-2024;2024-11-19;2024-11-20;209.00;209.00;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004515-2024;2024-12-19;2024-12-19;463.56;463.56;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004434-2024;2024-12-10;2024-12-12;239.50;239.50;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0003972-2024;2024-11-04;2024-11-04;7888.82;7888.82;AUTOMOTORES;AUTC-LPZ0000003
AUTG-LPZ0000160-2024;2024-04-25;2024-04-26;919.10;919.10;AUTOMOTORES;AUTG-LPZ0000052
AUTC-LPZ0004252-2024;2024-11-26;2024-11-26;571.42;571.42;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004195-2024;2024-11-21;2024-11-21;132.95;132.95;AUTOMOTORES;AUTC-LPZ0000003
AUTK-LPZ0000044-2024;2024-12-13;2024-12-13;769.68;769.68;AUTOMOTORES;AUTK-LPZ0000090
AUTC-LPZ0004468-2024;2024-12-16;2024-12-16;187.70;187.70;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001300-2023;2023-10-25;2023-10-26;69.93;69.93;AUTOMOTORES;AUTI-SCZ0004113
AUTI-SCZ0001300-2023;2023-10-25;2023-10-26;276.95;276.95;AUTOMOTORES;AUTI-SCZ0004113
AUTI-SCZ0001268-2023;2023-10-16;2023-10-18;196.79;196.79;AUTOMOTORES;AUTI-SCZ0004475
AUTC-LPZ0000411-2023;2023-04-27;2023-04-27;1265.20;379.56;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001197-2023;2023-10-05;2023-10-10;484.29;484.29;AUTOMOTORES;AUTI-SCZ0006044
AUTC-LPZ0001616-2023;2023-11-04;2023-11-04;284.08;284.08;AUTOMOTORES;AUTC-LPZ0000001
AUTI-LPZ0000505-2023;2023-10-21;2023-10-21;669.62;669.62;AUTOMOTORES;AUTI-LPZ0001558
AUTC-LPZ0001429-2023;2023-10-15;2023-10-15;953.70;953.70;AUTOMOTORES;AUTC-LPZ0000001
AUTC-SCZ0000420-2023;2023-11-03;2023-11-04;539.34;539.34;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0000464-2023;2023-05-10;2023-05-10;1505.39;1505.39;AUTOMOTORES;AUTI-SCZ0002599
AUTC-LPZ0000030-2024;2023-12-31;2023-12-31;645.02;645.02;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001100-2023;2023-09-14;2023-09-14;382.37;114.71;AUTOMOTORES;AUTI-SCZ0001816
AUTI-SCZ0001102-2023;2023-09-28;2023-09-28;51.30;51.30;AUTOMOTORES;AUTI-SCZ0003224
AUTC-LPZ0001767-2023;2023-11-13;2023-11-17;2620.89;2620.89;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0001165-2024;2024-03-14;2024-03-15;2758.38;2758.38;AUTOMOTORES;AUTC-LPZ0000005
AUTC-LPZ0001229-2024;2023-11-17;2023-11-17;93.34;93.34;AUTOMOTORES;AUTC-LPZ0000003
AUTC-SCZ0000171-2023;2023-06-14;2023-06-15;502.61;150.78;AUTOMOTORES;AUTC-SCZ0000001
AUTC-LPZ0001033-2024;2024-03-26;2024-03-26;90.43;90.43;AUTOMOTORES;AUTC-LPZ0000014
AUTI-SCZ0000538-2024;2024-03-20;2024-03-20;539.72;539.72;AUTOMOTORES;AUTI-SCZ0007011
AUTC-LPZ0001014-2024;2024-03-16;2024-03-16;573.34;573.34;AUTOMOTORES;AUTC-LPZ0000003
AUTC-SCZ0000204-2024;2024-04-05;2024-04-05;4788.37;4788.37;AUTOMOTORES;AUTC-SCZ0000001
AUTG-SCZ0000086-2023;2023-07-20;2023-07-21;296.16;296.16;AUTOMOTORES;AUTG-SCZ0000020
AUTG-SCZ0000153-2023;2023-09-09;2023-09-11;63.41;63.41;AUTOMOTORES;AUTG-SCZ0000020
AUTG-SCZ0000169-2023;2023-10-23;2023-10-27;94.36;94.36;AUTOMOTORES;AUTG-SCZ0000020
AUTC-LPZ0000908-2024;2024-03-14;2024-03-14;443.36;443.36;AUTOMOTORES;AUTC-LPZ0000001
AUTG-SCZ0000171-2023;2023-08-24;2023-08-25;229.03;229.03;AUTOMOTORES;AUTG-SCZ0000020
AUTI-SCZ0000365-2024;2024-02-26;2024-02-26;321.62;321.62;AUTOMOTORES;AUTI-SCZ0003774R1
AUTI-SCZ0000380-2024;2024-02-17;2024-02-17;271.91;271.91;AUTOMOTORES;AUTI-SCZ0005807
AUTC-LPZ0000699-2024;2024-02-27;2024-02-28;177.55;177.55;AUTOMOTORES;AUTC-LPZ0000001
AUTG-SCZ0000041-2024;2024-02-28;2024-02-29;413.95;413.95;AUTOMOTORES;AUTG-SCZ0000167
AUTI-SCZ0001229-2023;2023-10-07;2023-10-12;90.59;90.59;AUTOMOTORES;AUTI-SCZ0002164
AUTI-SCZ0000188-2024;2024-01-22;2024-01-29;338.92;338.92;AUTOMOTORES;AUTI-SCZ0000576R1
AUTC-LPZ0000980-2023;2023-08-14;2023-08-14;819.01;819.01;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000213-2024;2024-02-01;2024-02-01;106.53;106.53;AUTOMOTORES;AUTI-SCZ0006153
AUTI-SCZ0000196-2025;2025-02-26;2025-02-26;213.06;213.06;AUTOMOTORES;AUTI-SCZ0004209R1
AUTC-LPZ0000453-2025;2025-02-08;2025-02-08;126.82;126.82;AUTOMOTORES;AUTC-LPZ0000003
AUTG-LPZ0000278-2024;2024-11-09;2024-11-09;418.01;418.01;AUTOMOTORES;AUTG-LPZ0000161
AUTC-LPZ0000507-2025;2025-02-13;2025-02-13;1038.63;1038.63;AUTOMOTORES;AUTC-LPZ0000040
AUTC-LPZ0000576-2025;2025-02-18;2025-02-18;95.55;95.55;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0000554-2025;2025-02-18;2025-02-18;426.53;426.53;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000200-2025;2025-01-18;2025-01-18;3643.56;3643.56;AUTOMOTORES;AUTC-LPZ0000040
AUTC-LPZ0000127-2025;2025-01-09;2025-01-10;146.11;146.11;AUTOMOTORES;AUTC-LPZ0000025
AUTC-LPZ0000190-2025;2025-01-17;2025-01-17;939.81;939.81;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0004603-2024;2024-12-27;2024-12-27;425.51;425.51;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0000522-2025;2025-02-17;2025-02-17;87.25;87.25;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000218-2025;2025-03-06;2025-03-06;197.84;197.84;AUTOMOTORES;AUTI-SCZ0005800R1
AUTC-LPZ0000507-2025;2025-02-13;2025-02-13;205.36;205.36;AUTOMOTORES;AUTC-LPZ0000040
AUTC-LPZ0000469-2025;2025-02-11;2025-02-11;195.81;195.81;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0000635-2025;2025-02-24;2025-02-24;145.77;145.77;AUTOMOTORES;AUTC-LPZ0000030
AUTI-SCZ0000167-2025;2025-02-17;2025-02-17;324.66;324.66;AUTOMOTORES;AUTI-SCZ0009241
AUTI-LPZ0000054-2025;2025-02-13;2025-02-13;812.68;812.68;AUTOMOTORES;AUTI-LPZ0003200
AUTC-LPZ0000702-2025;2025-03-03;2025-03-03;162.33;162.33;AUTOMOTORES;AUTC-LPZ0000040
AUTC-LPZ0000576-2025;2025-02-18;2025-02-18;725.42;725.42;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0000554-2025;2025-02-18;2025-02-18;319.59;319.59;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000738-2025;2025-03-07;2025-03-07;152.19;152.19;AUTOMOTORES;AUTC-LPZ0000040
AUTI-SCZ0000169-2025;2025-02-17;2025-02-17;648.31;648.31;AUTOMOTORES;AUTI-SCZ0008692
AUTI-LPZ0000311-2024;2024-05-02;2024-05-02;97.75;97.75;AUTOMOTORES;AUTI-LPZ0001418R1
AUTC-LPZ0000738-2025;2025-03-07;2025-03-07;283.11;283.11;AUTOMOTORES;AUTC-LPZ0000040
AUTI-SCZ0000204-2025;2025-02-28;2025-02-28;320.17;320.17;AUTOMOTORES;AUTI-SCZ0008022
AUTC-LPZ0000801-2025;2025-03-11;2025-03-11;501.31;501.31;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000773-2025;2025-03-10;2025-03-10;1548.25;1548.25;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000632-2025;2025-02-22;2025-02-22;385.54;385.54;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000684-2025;2025-02-17;2025-02-17;232.65;232.65;AUTOMOTORES;AUTC-LPZ0000030
AUTG-LPZ0000013-2025;2025-01-18;2025-01-18;46.70;46.70;AUTOMOTORES;AUTG-LPZ0000178
AUTC-SCZ0000026-2025;2025-01-24;2025-01-24;489.77;489.77;AUTOMOTORES;AUTC-SCZ0000009
AUTC-LPZ0000706-2025;2025-02-28;2025-02-28;395.69;395.69;AUTOMOTORES;AUTC-LPZ0000030
AUTI-SCZ0002048-2024;2024-11-25;2024-11-25;549.90;549.90;AUTOMOTORES;AUTI-SCZ0007573
AUTI-SCZ0002048-2024;2024-11-25;2024-11-25;218.66;218.66;AUTOMOTORES;AUTI-SCZ0007573
AUTC-LPZ0004287-2024;2024-11-30;2024-11-30;510.93;510.93;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004287-2024;2024-11-30;2024-11-30;688.13;688.13;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004287-2024;2024-11-30;2024-11-30;152.19;152.19;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004287-2024;2024-11-30;2024-11-30;40.82;40.82;AUTOMOTORES;AUTC-LPZ0000030
AUTC-LPZ0004287-2024;2024-11-30;2024-11-30;77.26;77.26;AUTOMOTORES;AUTC-LPZ0000030
AUTI-SCZ0001832-2024;2024-10-12;2024-10-12;397.96;397.96;AUTOMOTORES;AUTI-SCZ0004936R1
AUTC-LPZ0000327-2023;2023-04-10;2023-04-11;86.24;86.24;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001101-2024;2024-03-31;2024-04-01;466.47;466.47;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001412-2024;2024-08-02;2024-08-02;121.75;121.75;AUTOMOTORES;AUTI-SCZ0008375
AUTC-LPZ0002773-2024;2024-08-06;2024-08-06;177.55;177.55;AUTOMOTORES;AUTC-LPZ0000025
AUTI-SCZ0001470-2024;2024-08-12;2024-08-13;819.31;819.31;AUTOMOTORES;AUTI-SCZ0008086
AUTI-LPZ0000500-2024;2024-07-10;2024-07-10;2928.57;2928.57;AUTOMOTORES;AUTI-LPZ0002953
AUTC-LPZ0002797-2024;2024-08-08;2024-08-08;953.70;953.70;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001180-2024;2024-06-24;2024-06-24;1024.72;1024.72;AUTOMOTORES;AUTI-SCZ0007562
AUTI-SCZ0001306-2024;2024-07-16;2024-07-16;3449.56;3449.56;AUTOMOTORES;AUTI-SCZ0001754R1
AUTI-SCZ0001423-2024;2024-08-05;2024-08-05;1430.55;1430.55;AUTOMOTORES;AUTI-SCZ0002569R1
AUTI-SCZ0001422-2024;2024-08-03;2024-08-05;1521.87;1521.87;AUTOMOTORES;AUTI-SCZ0002569R1
AUTC-LPZ0002013-2024;2024-06-05;2024-06-05;365.25;365.25;AUTOMOTORES;AUTC-LPZ0000001
AUTG-LPZ0000200-2023;2023-10-27;2023-10-27;704.96;704.96;AUTOMOTORES;AUTG-LPZ0000052
AUTC-LPZ0000061-2024;2024-01-03;2024-01-03;182.22;182.22;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0001258-2024;2024-07-01;2024-07-08;223.21;223.21;AUTOMOTORES;AUTI-SCZ0007052
AUTC-LPZ0002501-2024;2024-07-14;2024-07-14;580.34;580.34;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002224-2024;2024-06-21;2024-06-21;162.33;162.33;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0002387-2024;2024-07-04;2024-07-04;1158.65;1158.65;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0001297-2024;2024-07-15;2024-07-15;620.41;620.41;AUTOMOTORES;AUTI-SCZ0005094R1
AUTI-SCZ0001106-2024;2024-06-13;2024-06-13;1336.10;1336.10;AUTOMOTORES;AUTI-SCZ0005190
AUTI-SCZ0001277-2024;2024-07-12;2024-07-12;190.74;190.74;AUTOMOTORES;AUTI-SCZ0005037R1
AUTI-SCZ0001385-2024;2024-07-31;2024-07-31;800.50;800.50;AUTOMOTORES;AUTI-SCZ0001255R1
AUTI-SCZ0001453-2024;2024-08-10;2024-08-10;106.50;106.50;AUTOMOTORES;AUTI-SCZ0006083
AUTG-SCZ0000088-2024;2024-04-15;2024-04-15;238.43;238.43;AUTOMOTORES;AUTG-SCZ0000137
AUTI-LPZ0000230-2023;2023-05-17;2023-05-25;318.02;318.02;AUTOMOTORES;AUTI-LPZ0001238
AUTI-SCZ0000607-2023;2023-06-14;2023-06-14;160.65;160.65;AUTOMOTORES;AUTI-SCZ0002074
AUTI-SCZ0000216-2023;2023-03-11;2023-03-11;455.25;136.58;AUTOMOTORES;AUTI-SCZ0001504
AUTI-SCZ0000216-2023;2023-03-11;2023-03-11;299.27;89.78;AUTOMOTORES;AUTI-SCZ0001504
AUTI-SCZ0000620-2023;2023-06-19;2023-06-19;120.38;120.38;AUTOMOTORES;AUTI-SCZ0002599
AUTG-LPZ0000064-2023;2023-05-13;2023-05-15;223.26;66.98;AUTOMOTORES;AUTG-LPZ0000003
AUTI-SCZ0000644-2023;2023-06-24;2023-06-24;776.67;776.67;AUTOMOTORES;AUTI-SCZ0004542
AUTI-SCZ0000633-2023;2023-06-16;2023-06-16;189.66;189.66;AUTOMOTORES;AUTI-SCZ0003469
AUTI-SCZ0000636-2023;2023-06-21;2023-06-21;276.02;276.02;AUTOMOTORES;AUTI-SCZ0002208
AUTC-LPZ0000666-2023;2023-06-21;2023-06-21;240.91;240.91;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000686-2023;2023-06-18;2023-06-19;152.51;152.51;AUTOMOTORES;AUTC-LPZ0000001
AUTI-SCZ0000621-2023;2023-06-16;2023-06-16;336.07;336.07;AUTOMOTORES;AUTI-SCZ0003871
AUTI-SCZ0000626-2023;2023-06-16;2023-06-16;772.06;772.06;AUTOMOTORES;AUTI-SCZ0003979
AUTI-SCZ0000626-2023;2023-06-16;2023-06-16;261.51;261.51;AUTOMOTORES;AUTI-SCZ0003979
AUTG-SCZ0000049-2023;2023-05-06;2023-05-06;180.58;180.58;AUTOMOTORES;AUTG-SCZ0000010
AUTI-LPZ0000277-2023;2023-06-30;2023-07-01;125.40;125.40;AUTOMOTORES;AUTI-LPZ0001888
AUTI-SCZ0000640-2023;2023-06-22;2023-06-22;488.86;488.86;AUTOMOTORES;AUTI-SCZ0003067
AUTI-SCZ0000601-2023;2023-06-11;2023-06-12;466.63;466.63;AUTOMOTORES;AUTI-SCZ0002623
AUTI-SCZ0000567-2023;2023-05-30;2023-05-30;497.14;497.14;AUTOMOTORES;AUTI-SCZ0003912
AUTC-SCZ0000071-2023;2023-03-25;2023-03-25;287.06;287.06;AUTOMOTORES;AUTC-SCZ0000001
AUTI-SCZ0000759-2023;2023-07-26;2023-07-26;791.46;791.46;AUTOMOTORES;AUTI-SCZ0003398
AUTI-LPZ0000320-2024;2024-05-03;2024-05-03;286.34;286.34;AUTOMOTORES;AUTI-LPZ0001353R1
AUTI-SCZ0001243-2024;2024-07-03;2024-07-03;223.53;223.53;AUTOMOTORES;AUTI-SCZ0001224R1
AUTC-LPZ0001972-2024;2024-05-26;2024-05-27;397.96;397.96;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0002655-2024;2024-07-26;2024-07-26;113.70;113.70;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0002537-2024;2024-07-17;2024-07-17;1353.87;1353.87;AUTOMOTORES;AUTC-LPZ0000001
AUTG-SCZ0000213-2023;2023-12-23;2023-12-23;427.11;427.11;AUTOMOTORES;AUTG-SCZ0000120
AUTC-LPZ0000418-2024;2024-02-05;2024-02-05;196.40;196.40;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001967-2024;2024-05-27;2024-05-27;294.90;294.90;AUTOMOTORES;AUTC-LPZ0000004
AUTI-SCZ0001407-2024;2024-08-03;2024-08-03;87.46;87.46;AUTOMOTORES;AUTI-SCZ0001692R1
AUTI-SCZ0001268-2024;2024-07-03;2024-07-03;404.28;404.28;AUTOMOTORES;AUTI-SCZ0005439
AUTC-LPZ0000533-2024;2024-02-18;2024-02-18;424.54;424.54;AUTOMOTORES;AUTC-LPZ0000001
AUTK-SCZ0000196-2024;2024-06-30;2024-06-30;517.96;517.96;AUTOMOTORES;AUTK-SCZ0003283R1
AUTI-SCZ0001194-2024;2024-06-12;2024-06-17;59.55;59.55;AUTOMOTORES;AUTI-SCZ0005671
AUTC-LPZ0002337-2024;2024-07-01;2024-07-01;412.54;412.54;AUTOMOTORES;AUTC-LPZ0000015
AUTI-SCZ0000678-2024;2024-04-10;2024-04-10;96.94;96.94;AUTOMOTORES;AUTI-SCZ0004913
AUTK-SCZ0000196-2024;2024-06-30;2024-06-30;301.48;301.48;AUTOMOTORES;AUTK-SCZ0003283R1
AUTI-SCZ0001199-2024;2024-06-29;2024-06-29;239.16;239.16;AUTOMOTORES;AUTI-SCZ0005398
AUTI-SCZ0001308-2024;2024-07-18;2024-07-18;1139.03;1139.03;AUTOMOTORES;AUTI-SCZ0003199R1
AUTG-SCZ0000139-2024;2024-06-14;2024-06-14;938.20;938.20;AUTOMOTORES;AUTG-SCZ0000099
AUTC-LPZ0001601-2023;2023-10-30;2023-10-30;45.79;45.79;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001856-2024;2024-05-27;2024-05-27;50.41;50.41;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001601-2023;2023-10-30;2023-10-30;433.08;433.08;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000864-2024;2024-05-08;2024-05-08;635.23;635.23;AUTOMOTORES;AUTI-SCZ0001660R1
AUTC-SCZ0000224-2024;2024-04-11;2024-04-11;146.28;146.28;AUTOMOTORES;AUTC-SCZ0000001
AUTC-SCZ0000391-2024;2024-07-19;2024-07-26;236.15;236.15;AUTOMOTORES;AUTC-SCZ0000001
AUTC-SCZ0000459-2023;2023-11-18;2023-11-18;414.05;414.05;AUTOMOTORES;AUTC-SCZ0000010
AUTI-SCZ0000241-2024;2024-02-01;2024-02-02;232.74;232.74;AUTOMOTORES;AUTI-SCZ0006979
AUTI-SCZ0001542-2023;2023-12-02;2023-12-02;655.19;655.19;AUTOMOTORES;AUTI-SCZ0005855
AUTC-LPZ0001311-2023;2023-09-13;2023-09-13;553.94;553.94;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000137-2022;2022-07-21;2022-07-21;202.92;60.88;AUTOMOTORES;AUTI-SCZ0000150
AUTI-SCZ0000134-2022;2022-07-15;2022-07-15;1184.23;355.27;AUTOMOTORES;AUTI-SCZ0000335
AUTI-SCZ0000157-2022;2022-08-02;2022-08-04;204.08;61.22;AUTOMOTORES;AUTI-SCZ0000291
AUTI-SCZ0000197-2022;2022-08-28;2022-08-30;204.08;61.22;AUTOMOTORES;AUTI-SCZ0000875
AUTI-SCZ0000173-2022;2022-08-17;2022-08-17;204.08;61.22;AUTOMOTORES;AUTI-SCZ0000992
AUTI-SCZ0000148-2022;2022-07-29;2022-08-01;1062.65;318.80;AUTOMOTORES;AUTI-SCZ0000195
AUTI-SCZ0000831-2023;2023-08-01;2023-08-01;101.46;101.46;AUTOMOTORES;AUTI-SCZ0002612
AUTI-SCZ0000532-2023;2023-05-19;2023-05-19;16.03;16.03;AUTOMOTORES;AUTI-SCZ0004671
AUTI-SCZ0000532-2023;2023-05-19;2023-05-19;366.26;366.26;AUTOMOTORES;AUTI-SCZ0004671
AUTG-LPZ0000104-2023;2023-07-17;2023-07-21;482.80;482.80;AUTOMOTORES;AUTG-LPZ0000026
AUTI-SCZ0000842-2023;2023-07-28;2023-07-28;248.57;248.57;AUTOMOTORES;AUTI-SCZ0000591R1
AUTI-SCZ0000910-2023;2023-08-08;2023-08-08;912.10;912.10;AUTOMOTORES;AUTI-SCZ0000631R1
AUTI-SCZ0000910-2023;2023-08-08;2023-08-08;260.75;260.75;AUTOMOTORES;AUTI-SCZ0000631R1
AUTC-LPZ0000896-2023;2023-07-25;2023-07-25;2935.17;2935.17;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000918-2023;2023-08-30;2023-08-30;192.77;192.77;AUTOMOTORES;AUTI-SCZ0005645
AUTC-LPZ0001056-2023;2023-08-16;2023-08-16;182.62;182.62;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000766-2023;2023-07-11;2023-07-11;82.18;82.18;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000850-2023;2023-08-12;2023-08-12;335.28;335.28;AUTOMOTORES;AUTI-SCZ0004042
AUTG-SCZ0000083-2023;2023-07-10;2023-07-12;3287.83;3287.83;AUTOMOTORES;AUTG-SCZ0000031
AUTG-SCZ0000083-2023;2023-07-10;2023-07-12;2.88;2.88;AUTOMOTORES;AUTG-SCZ0000031
AUTI-SCZ0000627-2023;2023-06-14;2023-06-14;127.10;127.10;AUTOMOTORES;AUTI-SCZ0004277
AUTI-SCZ0000875-2023;2023-07-31;2023-07-31;296.76;296.76;AUTOMOTORES;AUTI-SCZ0003729
AUTC-LPZ0000963-2023;2023-08-12;2023-08-12;286.64;286.64;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0000984-2023;2023-08-08;2023-08-09;2872.27;2872.27;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001081-2023;2023-08-25;2023-08-25;551.52;551.52;AUTOMOTORES;AUTC-LPZ0000003
AUTC-LPZ0001082-2023;2023-08-31;2023-08-31;340.14;340.14;AUTOMOTORES;AUTC-LPZ0000001
AUTC-LPZ0001024-2023;2023-07-26;2023-07-26;71.79;71.79;AUTOMOTORES;AUTC-LPZ0000003
AUTI-SCZ0000843-2023;2023-08-11;2023-08-11;402.51;120.75;AUTOMOTORES;AUTI-SCZ0001543
AUTI-SCZ0000855-2023;2023-07-28;2023-07-29;35.95;10.79;AUTOMOTORES;AUTI-SCZ0001587
AUTC-SCZ0000281-2023;2023-08-22;2023-08-24;143.75;143.75;AUTOMOTORES;AUTC-SCZ0000005
AUTG-LPZ0000136-2023;2023-08-24;2023-08-24;268.52;268.52;AUTOMOTORES;AUTG-LPZ0000013
AUTC-SCZ0000265-2023;2023-07-25;2023-07-26;105.11;105.11;AUTOMOTORES;AUTC-SCZ0000001
AUTI-LPZ0000443-2023;2023-09-18;2023-09-18;95.45;95.45;AUTOMOTORES;AUTI-LPZ0001896
